sample_id	contig_id	Prediction_tool	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_count	domain_array	backbone_class
GCF_015904745.1	contig_6	deepBGC		0.76171		83895	95557	11662	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF03432|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_035621295.1	contig_1	antiSMASH	Terpene-precursor		No	1	1581974	1581974	1509	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011105795.1	contig_22	antiSMASH	Terpene-precursor		No	1	11261	11261	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003382545.1	contig_15	deepBGC	Other	0.7124		68787	73875	5088	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_014497035.1	contig_10	antiSMASH	Terpene-precursor		No	1	8213	8213	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639525.1	contig_17	antiSMASH	Terpene-precursor		No	1	11041	11041	15	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821675.1	contig_25	deepBGC		0.50942		1050	2898	1848	1	PF02784	Unknown
GCF_040821675.1	contig_25	deepBGC		0.5626		4535	8297	3762	3	PF00133|PF01406|PF01588|PF08003|PF08241|PF08242|PF09334|PF13489|PF13649|PF13847	Unknown
GCF_040821675.1	contig_27	deepBGC		0.53234		2886	3516	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCF_040821675.1	contig_3	deepBGC		0.50363		1709	2453	744	1	PF00106|PF08659|PF13561	Unknown
GCF_040821675.1	contig_59	deepBGC		0.56798		1070	4188	3118	4	PF00215|PF00484|PF00793|PF02569	Unknown
GCF_040821675.1	contig_59	deepBGC		0.51815		4669	5086	417	1	PF01029	Unknown
GCA_040861525.1	contig_10	deepBGC	Saccharide	0.74951		37535	46114	8579	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040861525.1	contig_11	deepBGC		0.53555		16291	16921	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCA_040861525.1	contig_12	deepBGC		0.50622		4516	4816	300	1	PF07883	Unknown
GCF_040821605.1	contig_14	deepBGC		0.50395		22723	23716	993	1	PF00108|PF00195|PF07451|PF08541|PF08545	Unknown
GCF_040821605.1	contig_20	deepBGC	RiPP	0.55609		15589	16219	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_040821605.1	contig_64	deepBGC		0.5428		84	1671	1587	1	PF02521	Unknown
GCF_040821605.1	contig_70	deepBGC		0.52462		9689	10475	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_036455215.1	contig_6	deepBGC		0.52328		47031	47784	753	1	PF00106|PF08659|PF13561	Unknown
GCF_036455215.1	contig_6	deepBGC		0.60238		52685	54350	1665	2	PF00268|PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCF_036455215.1	contig_6	deepBGC		0.5027		58157	58661	504	1	PF05050	Unknown
GCF_036455215.1	contig_9	deepBGC		0.58064		7777	11545	3768	3	PF00133|PF01406|PF01588|PF08003|PF08241|PF08242|PF09334|PF13489|PF13649|PF13847	Unknown
GCF_001998245.1	contig_12	deepBGC		0.50945		7277	8075	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_001998245.1	contig_13	deepBGC		0.56868		11261	11795	534	1	PF05050	Unknown
GCF_001998245.1	contig_13	deepBGC	RiPP	0.6286		16652	17282	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_001998245.1	contig_13	deepBGC	Polyketide	0.59746		19063	23225	4162	3	PF00106|PF01073|PF01370|PF02719|PF04321|PF07993|PF08659|PF13460|PF13561|PF16363	Unknown
GCF_001998245.1	contig_13	deepBGC		0.53074		31105	31822	717	1	PF01501	NRPS_like
GCF_001998125.1	contig_13	deepBGC	Saccharide	0.82041		37844	46425	8581	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639785.1	contig_3	deepBGC		0.67962		37816	44525	6709	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF03061|PF04816|PF05175|PF06325|PF08003|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_030062605.1	contig_1	antiSMASH	Terpene-precursor		Yes	898231	919142	20912	23	Fer4_12|GTP_cyclohydroI|Glyco_transf_9|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140915.1	contig_26	deepBGC	Saccharide	0.77217		38654	47687	9033	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF05219|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCA_024407135.1	contig_18	antiSMASH	Terpene-precursor		No	1	7946	7946	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140935.1	contig_10	antiSMASH	Terpene-precursor		No	1	11134	11134	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024409295.1	contig_36	antiSMASH	Terpene-precursor		No	1	7908	7908	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861445	contig_1	GECCO	Unknown	0.9945292209815711		390692	394338	3646	5	PF01041|PF06306	Unknown
GCF_040821565.1	contig_33	antiSMASH	Terpene-precursor		No	1	116856	116856	109	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140425.1	contig_18	antiSMASH	Terpene-precursor		No	1	11081	11081	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821815.1	contig_32	antiSMASH	Terpene-precursor		No	1	6819	6819	10	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024407505.1	contig_29	antiSMASH	Terpene-precursor		No	1	56628	56628	55	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040862345.1	contig_16	deepBGC		0.72394		37617	46663	9046	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_003639995.1	contig_14	deepBGC		0.6357		16910	22442	5532	8	PF00070|PF00258|PF00890|PF01494|PF02130|PF02668|PF03486|PF03597|PF05977|PF07173|PF07690|PF07992|PF09335|PF12641|PF12724|PF12831|PF13347|PF13434|PF13450|PF13738	Unknown
GCF_003639995.1	contig_5	deepBGC	Saccharide	0.75308		37708	46276	8568	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639995.1	contig_8	deepBGC		0.57403		4811	5111	300	1	PF07883	Unknown
GCF_001998205.1	contig_1	deepBGC		0.57342		43257	44454	1197	2	PF01209|PF03653|PF05425|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_001998205.1	contig_13	deepBGC	Other	0.72159		37777	42910	5133	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_001998205.1	contig_27	deepBGC	RiPP	0.57901		27556	28186	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_015905125.1	contig_11	deepBGC	Saccharide	0.76018		38351	46920	8569	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040861585.1	contig_1	antiSMASH	Terpene-precursor		No	1	65833	65833	69	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Pkinase|QueE	Terpene
GCF_040821475.1	contig_70	antiSMASH	Terpene-precursor		No	1	58851	58851	61	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_002983705.1	contig_1	deepBGC	Other	0.55228		132022	133192	1170	1	PF01135|PF01209|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_014496705.1	contig_22	antiSMASH	Terpene-precursor		No	1	46753	46753	51	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904645.1	contig_16	deepBGC		0.50686		5018	5318	300	1	PF07883	Unknown
GCF_015904645.1	contig_6	deepBGC		0.76171		83896	95558	11662	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF03432|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_024409255.1	contig_15	deepBGC	Saccharide	0.66292		37418	44124	6706	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15458	Terpene
GCA_024409255.1	contig_6	deepBGC	RiPP	0.53949		29553	30183	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_037862315.1	contig_11	antiSMASH	Terpene-precursor		No	1	56041	56041	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040857565.1	contig_15	antiSMASH	Terpene-precursor		No	1	8666	8666	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406785.1	contig_27	antiSMASH	Terpene-precursor		No	1	7939	7939	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140665.1	contig_26	deepBGC		0.69237		37617	46665	9048	8	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_011140665.1	contig_36	deepBGC	Polyketide	0.57193		16576	26497	9921	9	PF00106|PF00398|PF00920|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_011140665.1	contig_5	deepBGC	Polyketide	0.67108		0	1721	1721	2	PF00899|PF05977|PF07690	Unknown
GCF_011140665.1	contig_6	deepBGC		0.51152		687	1341	654	1	PF03070	Unknown
GCF_014497085.1	contig_17	antiSMASH	Terpene-precursor		No	1	9424	9424	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821155.1	contig_115	deepBGC	Polyketide	0.76811		53	3567	3514	5	PF00106|PF00109|PF00550|PF01039|PF02801|PF03255|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCF_040821155.1	contig_17	deepBGC		0.55532		275	3102	2827	3	PF00596|PF01973	Unknown
GCF_040821155.1	contig_34	deepBGC		0.69009		845	14839	13994	12	PF00106|PF00155|PF00266|PF00268|PF00398|PF00479|PF00515|PF00920|PF01041|PF01053|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF02781|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_040821155.1	contig_34	deepBGC	NRP	0.61866		15519	19035	3516	3	PF00107|PF01262|PF01501|PF02685|PF02826|PF03446|PF08240	NRPS_like
GCF_040821155.1	contig_4	deepBGC		0.51809		91	1225	1134	1	PF02405	Unknown
GCF_040821155.1	contig_79	deepBGC		0.56489		8692	9448	756	1	PF01061	Unknown
GCA_040861985.1	contig_8	deepBGC	Other	0.75859		37544	42641	5097	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024411815.1	contig_3	deepBGC	RiPP	0.52598		27848	28478	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCA_024411815.1	contig_3	deepBGC	Saccharide	0.70078		83830	94803	10973	11	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07510|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_003639455.1	contig_18	antiSMASH	Terpene-precursor		No	1	61544	61544	64	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497495.1	contig_10	deepBGC		0.61313		104352	107841	3489	3	PF00108|PF00195|PF07451|PF08541|PF08545|PF11697	Unknown
GCF_014497495.1	contig_12	deepBGC		0.52357		9859	10645	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014497085	contig_26	GECCO	Unknown	0.9946194703172468		5624	8813	3189	5	PF01041|PF06306	Unknown
GCF_003639845.1	contig_3	antiSMASH	Terpene-precursor		No	1	56199	56199	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCF_040821775.1	contig_1	deepBGC		0.50292		4424	4724	300	1	PF07883	Unknown
GCF_040821775.1	contig_19	deepBGC		0.59223		5648	6278	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCF_040821775.1	contig_39	deepBGC		0.5428		2	1241	1239	1	PF02521	Unknown
GCF_040821775.1	contig_4	deepBGC		0.62414		4300	8086	3786	3	PF00133|PF01406|PF01588|PF08003|PF08241|PF08242|PF09334|PF13489|PF13649|PF13847	Unknown
GCF_040821775.1	contig_6	deepBGC		0.5678		37514	38507	993	1	PF00108|PF00195|PF07451|PF08541|PF08545	Unknown
GCA_040862425.1	contig_8	antiSMASH	Terpene-precursor		No	1	60732	60732	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861845.1	contig_12	deepBGC		0.50979		7307	8093	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_003639935.1	contig_17	antiSMASH	Azole-containing-RiPP		No	1	18122	18122	18	PF00881|YcaO	Unknown
GCF_003639935.1	contig_21	antiSMASH	Terpene-precursor		No	1	8155	8155	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861325.1	contig_9	deepBGC		0.69019		37586	46167	8581	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_011140365.1	contig_5	antiSMASH	Terpene-precursor		No	1	56154	56154	55	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCA_040862605.1	contig_9	antiSMASH	Terpene-precursor		No	1	75240	75240	81	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Pkinase|QueE	Terpene
GCF_014497365.1	contig_12	deepBGC	Saccharide	0.70188		38003	52644	14641	11	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014497365.1	contig_7	deepBGC		0.54859		45468	46676	1208	3	PF00106|PF00550|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCA_024406335.1	contig_14	antiSMASH	Terpene-precursor		No	1	8303	8303	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498765.1	contig_15	antiSMASH	Terpene-precursor		No	1	8350	8350	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406655.1	contig_4	antiSMASH	Azole-containing-RiPP		No	1	8188	8188	13	PF00881|YcaO	Unknown
GCA_024406655.1	contig_5	antiSMASH	Terpene-precursor		No	1	59714	59714	61	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015905105.1	contig_25	antiSMASH	Azole-containing-RiPP		No	1	11455	11455	11	PF00881|YcaO	Unknown
GCF_015905105.1	contig_9	antiSMASH	Terpene-precursor		No	1	57214	57214	59	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCF_015904565.1	contig_8	antiSMASH	Terpene-precursor		No	1	58161	58161	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821795.1	contig_3	deepBGC	Other	0.62915		10952	16052	5100	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040821795.1	contig_65	deepBGC		0.51843		6006	6918	912	1	PF07715	Unknown
GCF_040821795.1	contig_90	deepBGC		0.59079		222	3362	3140	3	PF00490|PF01709|PF08238	Unknown
GCF_011140675.1	contig_18	deepBGC		0.52502		9039	10304	1265	2	PF03070|PF04264	Unknown
GCF_011140675.1	contig_42	deepBGC		0.53617		502	1030	528	1	PF08843	Unknown
GCF_011140675.1	contig_8	deepBGC		0.54711		846	2694	1848	1	PF02784	Unknown
GCF_011140675.1	contig_8	deepBGC	Other	0.64568		4326	9424	5098	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024407155.1	contig_5	antiSMASH	Terpene-precursor		No	1	37133	37133	39	Fer4_12|GTP_cyclohydroI|PP-binding|PP-binding_2|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040862065.1	contig_17	antiSMASH	Terpene-precursor		No	1	8145	8145	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014496805.1	contig_11	antiSMASH	Terpene-precursor		No	1	9555	9555	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904765.1	contig_20	antiSMASH	Azole-containing-RiPP		No	1	13306	13306	15	PF00881|ThiF|YcaO	Unknown
GCF_015904765.1	contig_22	antiSMASH	Terpene-precursor		No	1	8138	8138	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140895.1	contig_20	deepBGC	RiPP	0.73754		18908	20365	1457	2	PF00005|PF01061|PF01926|PF02463|PF03193|PF13304|PF13401|PF13476|PF13555	RiPP
GCF_011140895.1	contig_26	deepBGC		0.68166		12260	12794	534	1	PF05050	Unknown
GCF_011140895.1	contig_26	deepBGC		0.66073		17652	27904	10252	9	PF00106|PF00398|PF00515|PF00920|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13460|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_011140895.1	contig_26	deepBGC	NRP	0.59967		31106	33436	2330	2	PF00107|PF01262|PF01501|PF02826|PF03446|PF08240	NRPS_like
GCA_024406635.1	contig_13	antiSMASH	Terpene-precursor		No	1	63997	63997	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406755.1	contig_18	antiSMASH	Terpene-precursor		No	1	63819	63819	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497505.1	contig_3	deepBGC		0.52356		7059	7845	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_003639495.1	contig_1	deepBGC	Saccharide	0.66308		58115	67139	9024	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_003639495.1	contig_39	deepBGC		0.56622		1	1054	1053	2	PF00590|PF01197	Unknown
GCF_003639495.1	contig_39	deepBGC	Polyketide	0.68528		4519	8034	3515	5	PF00106|PF00109|PF00550|PF01039|PF02801|PF03255|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCF_003639495.1	contig_40	deepBGC	Polyketide	0.52541		1637	2390	753	1	PF00106|PF01370|PF08659|PF13561	Unknown
GCF_003639495.1	contig_87	deepBGC		0.55842		0	1130	1130	3	PF01029|PF03981|PF13099	Unknown
GCF_003639495.1	contig_87	deepBGC		0.54839		1611	3094	1483	2	PF00484|PF00793	Unknown
GCF_003639495.1	contig_94	deepBGC		0.53083		2821	3925	1104	1	PF01501	NRPS_like
GCF_003639495.1	contig_95	deepBGC		0.55095		2304	3624	1320	1	PF00593	Unknown
GCF_003639855.1	contig_3	antiSMASH	Terpene-precursor		No	1	60999	60999	59	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861585.1	contig_3	deepBGC	Saccharide	0.66167		37589	44331	6742	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014496825.1	contig_2	deepBGC	Saccharide	0.80775		37984	46565	8581	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF04816|PF05175|PF06325|PF08003|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014496825.1	contig_25	deepBGC		0.54846		353	3409	3056	2	PF02521	Unknown
GCF_014496825.1	contig_4	deepBGC	RiPP	0.54034		16797	17427	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCA_040862185.1	contig_11	deepBGC		0.70001		37754	46324	8570	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040862185.1	contig_4	deepBGC		0.50042		60770	61514	744	1	PF00106|PF08659|PF13561	Unknown
GCF_040821255.1	contig_57	antiSMASH	Terpene-precursor		No	1	8576	8576	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904915	contig_3	GECCO	Unknown	0.9946902072573652		108336	112030	3694	5	PF01041|PF06306	Unknown
GCF_014496965.1	contig_4	antiSMASH	Terpene-precursor		No	1	50395	50395	38	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498265.1	contig_19	deepBGC	RiPP	0.50987		122531	123431	900	1	PF13575	Unknown
GCF_014498265.1	contig_2	deepBGC	Saccharide	0.81386		37825	46395	8570	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014497485.1	contig_4	deepBGC		0.52356		7059	7845	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014497485.1	contig_6	deepBGC	RiPP	0.54391		26335	26965	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCA_024407575.1	contig_3	deepBGC		0.57184		9820	13573	3753	3	PF00133|PF01406|PF01588|PF05219|PF08003|PF08241|PF08242|PF09334|PF13489|PF13649|PF13847	Unknown
GCA_024407575.1	contig_31	deepBGC		0.64507		106	4896	4790	5	PF01075|PF03070|PF03767|PF04264|PF13344|PF13419	Unknown
GCF_014498675.1	contig_2	deepBGC	Saccharide	0.78116		38125	47186	9061	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_014498675.1	contig_40	deepBGC		0.67704		2	2725	2723	2	PF02538|PF08882	Unknown
GCF_011140655.1	contig_41	deepBGC		0.55916		19751	20534	783	1	PF02668	Unknown
GCF_011140655.1	contig_41	deepBGC		0.61264		21575	28653	7078	7	PF00070|PF00258|PF00342|PF00890|PF01494|PF02521|PF03486|PF03597|PF05977|PF07690|PF07992|PF09335|PF12641|PF12724|PF12831|PF13347|PF13434|PF13450|PF13738	Unknown
GCF_003639545.1	contig_27	deepBGC		0.81733		69486	78055	8569	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639545.1	contig_6	deepBGC		0.54313		3560	3860	300	1	PF07883	Unknown
GCA_040862385.1	contig_10	deepBGC		0.74974		37607	46192	8585	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040862385.1	contig_11	deepBGC		0.57238		11270	11804	534	1	PF05050	Unknown
GCA_040862385.1	contig_11	deepBGC	RiPP	0.59799		16664	17294	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCA_040862385.1	contig_11	deepBGC	Polyketide	0.52143		22188	22941	753	1	PF00106|PF01370|PF08659|PF13561	Unknown
GCF_008032975.1	contig_1	deepBGC		0.63517		1473812	1478917	5105	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
